quad_no,Row,1,2,3,4,5,6,7,8,9,10
21,80,Molicaer,Molicaer,DEAD,Descflex,BARE,Eriovagi,DEAD,DEAD,Descflex,Callvulg
21,90,Eriovagi,Eriovagi,Eriovagi,Eriovagi,BARE,Eriovagi,DEAD,DEAD,Descflex,Callvulg
21,100,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Molicaer,Descflex,Descflex,Molicaer
,,,,,,,,,,,
22,10,Festovin,Festovin,Nardstri,Nardstri,Galisaxa,Festovin,Galisaxa,Festovin,Carenigr,Galisaxa
22,20,Festovin,Rhytsqua,Festovin,Rhytsqua,Festovin,Festovin,Festovin,Galisaxa,Agrocapi,Galisaxa
22,30,Rhytsqua,Galisaxa,Rhytsqua,Rhytsqua,Festovin,Festovin,Juncsqua,Juncsqua,Juncsqua,Agrocapi
22,40,Festovin,Rhytsqua,Galisaxa,Galisaxa,Galisaxa,Festovin,Festovin,Juncsqua,Junccong,Agrocapi
22,50,Festovin,Rhytsqua,Rhytsqua,Rhytsqua,Rhytsqua,Festovin,Festovin,Festovin,Rhytsqua,Agrocapi
22,60,Rhytsqua,Rhytsqua,Rhytsqua,Rhytsqua,Rhytsqua,Galisaxa,Festovin,Galisaxa,Rhytsqua,Rhytsqua
22,70,Festovin,Festovin,Rhytsqua,Festovin,Rhytsqua,Festovin,Rhytsqua,Anthodor,Galisaxa,Festovin
22,80,Festovin,Rhytsqua,Rhytsqua,Festovin,Rhytsqua,Festovin,Rhytsqua,Anthodor,Galisaxa,Festovin
22,90,Rhytsqua,Galisaxa,Festovin,Festovin,Festovin,Festovin,Galisaxa,Rhytsqua,Galisaxa,Agrocapi
22,100,Galisaxa,Rhytsqua,Galisaxa,Rhytsqua,Galisaxa,Rumeacet,Galisaxa,Anthodor,Agrocapi,Anthodor
,,,,,,,,,,,
23,10,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Galisaxa,Galisaxa,Carenigr
23,20,Carenigr,Carenigr,Carenigr,Descflex,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Carenigr
23,30,Carenigr,Carenigr,Galisaxa,Carenigr,Carenigr,Galisaxa,Galisaxa,Galisaxa,Carenigr,Galisaxa
23,40,Junccong,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Callvulg,Galisaxa,Descflex,Descflex,Carenigr
23,50,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Callvulg,Callvulg,Callvulg,Callvulg,Galisaxa
23,60,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Junccong,Galisaxa,Galisaxa,Descflex
23,70,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Callvulg,Descflex,Descflex
23,80,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Carenigr,Descflex
23,90,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Carenigr,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Descflex
23,100,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Carenigr,Carenigr,Carenigr,Carenigr,Descflex,Junccong
,,,,,,,,,,,
24,10,Erictetr,Eriovagi,Eriovagi,Callvulg,Eriovagi,Eriovagi,Sphacapi,Sphacapi,DEAD,Molicaer
24,20,Sphacapi,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Descflex,Eriovagi,Sphacapi,Molicaer,Descflex
24,30,Sphacapi,Polycomm,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Sphacapi,Sphacapi,Sphacapi
24,40,Polycomm,Polycomm,Eriovagi,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Sphacapi,Sphacapi
24,50,Polycomm,Polycomm,Callvulg,Callvulg,Callvulg,Descflex,Callvulg,Sphacapi,Sphacapi,Sphacapi
24,60,Polycomm,Erictetr,Callvulg,Descflex,Sphacapi,Sphacapi,Sphacapi,Sphacapi,Sphacapi,Sphacapi
24,70,Eriovagi,Eriovagi,Erictetr,Erictetr,Sphacapi,Sphacapi,Sphacapi,Sphacapi,Sphacapi,Polycomm
24,80,Eriovagi,Eriovagi,Eriovagi,Erictetr,Sphacapi,Sphacapi,Sphacapi,Sphacapi,Sphacapi,Sphacapi
24,90,Eriovagi,Eriovagi,Eriovagi,Sphacapi,Sphacapi,Sphacapi,Sphacapi,Sphacapi,Sphacapi,Sphacapi
24,100,Eriovagi,Erictetr,Eriovagi,Erictetr,Sphacapi,Sphacapi,Sphacapi,Sphacapi,Sphacapi,Sphacapi
,,,,,,,,,,,
25,10,Nardstri,Nardstri,Nardstri,Nardstri,DEAD,Nardstri,Nardstri,DEAD,Nardstri,Molicaer
25,20,Nardstri,Nardstri,DEAD,DEAD,DEAD,Nardstri,Nardstri,Nardstri,Nardstri,Molicaer
25,30,Carenigr,Poteerec,DEAD,DEAD,DEAD,Nardstri,Molicaer,Descflex,Descflex,DEAD
25,40,Galisaxa,Nardstri,DEAD,DEAD,DEAD,Galisaxa,Galisaxa,Nardstri,DEAD,DEAD
25,50,Carenigr,Nardstri,Poaannu,Poaannu,DEAD,Festovin,Festovin,DEAD,DEAD,Anthodor
25,60,Carenigr,Nardstri,Festovin,Poaannu,Poaannu,Festovin,Festovin,Nardstri,Molicaer,Molicaer
25,70,Anthodor,Nardstri,Nardstri,Festovin,Festovin,Festovin,Nardstri,Nardstri,Molicaer,Molicaer
25,80,Galisaxa,Nardstri,Nardstri,Nardstri,Festovin,Galisaxa,Galisaxa,Nardstri,Festovin,Festovin
25,90,Anthodor,Agrocapi,DEAD,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Festovin
25,100,Festovin,DEAD,Nardstri,Galisaxa,Molicaer,Galisaxa,Galisaxa,Festovin,Festovin,Molicaer
,,,,,,,,,,,
26,10,Nardstri,Nardstri,Molicaer,Molicaer,Nardstri,Holclana,Holclana,Holclana,Juncsqua,Galisaxa
26,20,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Holclana,Holclana,Holclana,Molicaer
26,30,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Holclana,Holclana,Holclana,Holclana,Anthodor
26,40,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Anthodor,Anthodor,Holclana,Molicaer
26,50,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Anthodor,Anthodor,Holclana,Molicaer
26,60,Nardstri,Nardstri,Juncsqua,Galisaxa,Nardstri,Galisaxa,Nardstri,Nardstri,Nardstri,Nardstri
26,70,Galisaxa,Galisaxa,Juncsqua,Juncsqua,Festovin,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Juncsqua
26,80,Nardstri,Nardstri,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Juncsqua
26,90,Nardstri,Nardstri,Juncsqua,Juncsqua,Galisaxa,Galisaxa,Galisaxa,Juncsqua,Junccong,Nardstri
26,100,Nardstri,Nardstri,Nardstri,Juncsqua,Nardstri,Galisaxa,Descflex,Juncsqua,Nardstri,Galisaxa
,,,,,,,,,,,
27,10,Nardstri,Nardstri,Nardstri,Nardstri,Galisaxa,Nardstri,Molicaer,Molicaer,Molicaer,Molicaer
27,20,Galisaxa,Galisaxa,Nardstri,Nardstri,Poteerec,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
27,30,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Molicaer,Molicaer,Molicaer
27,40,Nardstri,Nardstri,Nardstri,Nardstri,Festovin,Nardstri,Nardstri,Molicaer,Molicaer,Molicaer
27,50,DEAD,Galisaxa,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Molicaer,Molicaer,Polycomm
27,60,Nardstri,DEAD,DEAD,Nardstri,Nardstri,Nardstri,Nardstri,Molicaer,Molicaer,Molicaer
27,70,Carenigr,DEAD,DEAD,Poteerec,Poteerec,Nardstri,Nardstri,Festovin,Molicaer,Molicaer
27,80,DEAD,DEAD,Poteerec,Nardstri,Nardstri,Nardstri,Nardstri,Galisaxa,Galisaxa,DEAD
27,90,Nardstri,DEAD,DEAD,DEAD,DEAD,Nardstri,Nardstri,Nardstri,Galisaxa,DEAD
27,100,Nardstri,DEAD,DEAD,DEAD,DEAD,Nardstri,Nardstri,Nardstri,Nardstri,Molicaer
,,,,,,,,,,,
28,10,Descflex,Descflex,Carenigr,Descflex,Descflex,Sphacapi,Festovin,Festovin,Carenigr,Vaccmyrt
28,20,Festovin,Carenigr,Carenigr,Festovin,Rhytsqua,Rhytsqua,Rhytsqua,Descflex,Carenigr,Festovin
28,30,Sphacapi,Festovin,Festovin,Rhytsqua,Descflex,Descflex,Festovin,Rhytsqua,Descflex,Festovin
28,40,Sphacapi,Sphacapi,Descflex,Descflex,Eriovagi,Descflex,Descflex,Rhytsqua,Carenigr,Festovin
28,50,Callvulg,Callvulg,Sphacapi,Festovin,Eriovagi,Eriovagi,Festovin,Rhytsqua,Carenigr,Descflex
28,60,Callvulg,Callvulg,Sphacapi,Festovin,Eriovagi,Eriovagi,Festovin,Carenigr,Callvulg,Callvulg
28,70,Callvulg,Callvulg,Callvulg,DEAD,DEAD,Eriovagi,Descflex,Descflex,Callvulg,Callvulg
28,80,Carenigr,Callvulg,Eriovagi,Descflex,Carenigr,Descflex,Callvulg,Callvulg,Callvulg,Callvulg
28,90,Descflex,Descflex,Descflex,Descflex,DEAD,Carenigr,Callvulg,Callvulg,Callvulg,Callvulg
28,100,Erictetr,Erictetr,Erictetr,Erictetr,Erictetr,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
,,,,,,,,,,,
29,10,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
29,20,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
29,30,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
29,40,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,DEAD,Callvulg
29,50,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
29,60,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Eriovagi,Eriovagi,Callvulg,Callvulg,Callvulg
29,70,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
29,80,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,DEAD,Callvulg,Callvulg,Callvulg
29,90,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
29,100,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
,,,,,,,,,,,
30,10,Callvulg,Callvulg,Molicaer,Juncsqua,DEAD,Nardstri,Nardstri,Nardstri,Molicaer,Nardstri
30,20,Callvulg,Callvulg,Juncsqua,Juncsqua,Molicaer,Nardstri,Nardstri,Molicaer,Molicaer,Nardstri
30,30,Juncsqua,Juncsqua,Molicaer,Molicaer,Nardstri,Nardstri,Nardstri,Molicaer,Molicaer,Nardstri
30,40,Callvulg,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Anthodor,DEAD,Molicaer,Nardstri
30,50,Callvulg,Molicaer,Molicaer,Molicaer,Molicaer,Nardstri,Molicaer,DEAD,Festovin,Festovin
30,60,Molicaer,Molicaer,Descflex,Nardstri,Anthodor,Molicaer,Anthodor,Nardstri,Festovin,Festovin
30,70,Descflex,Descflex,Molicaer,Molicaer,Anthodor,Anthodor,Anthodor,Nardstri,DEAD,Anthodor
30,80,Molicaer,Callvulg,Molicaer,Anthodor,Nardstri,Nardstri,Nardstri,DEAD,DEAD,Molicaer
30,90,Descflex,Festovin,Anthodor,Anthodor,Nardstri,Nardstri,Festovin,Molicaer,Molicaer,Molicaer
30,100,Molicaer,Molicaer,Festovin,Festovin,Festovin,Anthodor,Nardstri,Festovin,Anthodor,Molicaer
,,,,,,,,,,,
31,10,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Anthodor,Agrocapi,Agrocapi
31,20,SHEEP,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Anthodor,Agrocapi,Agrocapi
31,30,SHEEP,Molicaer,Molicaer,Molicaer,Festovin,Descflex,Molicaer,Anthodor,Agrocapi,Agrocapi
31,40,SHEEP,SHEEP,Molicaer,Molicaer,Molicaer,Anthodor,Molicaer,Molicaer,Molicaer,Molicaer
31,50,Descflex,Descflex,SHEEP,Molicaer,Descflex,Molicaer,Poteerec,Molicaer,Molicaer,Molicaer
31,60,Molicaer,Molicaer,SHEEP,Molicaer,Molicaer,Nardstri,Poteerec,Molicaer,Molicaer,Molicaer
31,70,Molicaer,Descflex,Agrocapi,SHEEP,Agrocapi,Agrocapi,Molicaer,Molicaer,Molicaer,Festovin
31,80,Hypncupr,Molicaer,Nardstri,Nardstri,SHEEP,Agrocapi,Molicaer,Molicaer,Molicaer,Festovin
31,90,Molicaer,Descflex,Nardstri,Nardstri,Nardstri,Nardstri,Molicaer,Molicaer,Festovin,Festovin
31,100,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Agrocapi,Agrocapi,Anthodor,Molicaer
,,,,,,,,,,,
32,10,Callvulg,Eriovagi,Carenigr,Eriovagi,Eriovagi,Callvulg,Callvulg,Callvulg,Carenigr,Callvulg
32,20,Polycomm,Eriovagi,Carenigr,Carenigr,Eriovagi,Eriovagi,Callvulg,Callvulg,Carenigr,Carenigr
32,30,Polycomm,Polycomm,Carenigr,Carenigr,Eriovagi,Eriovagi,Eriovagi,Callvulg,Carenigr,Descflex
32,40,Eriovagi,Carenigr,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Carenigr,Carenigr,Carenigr,Carenigr
32,50,DEAD,Carenigr,Carenigr,Eriovagi,Polycomm,Descflex,Callvulg,Callvulg,Carenigr,Festovin
32,60,Callvulg,Descflex,Descflex,Polycomm,Callvulg,Polycomm,Callvulg,Callvulg,Molicaer,Molicaer
32,70,Callvulg,Callvulg,Carenigr,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Molicaer,Molicaer
32,80,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Molicaer,Molicaer
32,90,Callvulg,Carenigr,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Molicaer,Molicaer,Molicaer
32,100,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Polycomm,Carenigr,Carenigr,Molicaer
,,,,,,,,,,,
33,10,Descflex,Molicaer,Molicaer,Callvulg,Callvulg,Molicaer,Juncsqua,Juncsqua,Descflex,Juncsqua
33,20,Juncsqua,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Juncsqua,Descflex,Molicaer,Juncsqua
33,30,Molicaer,Molicaer,Molicaer,Juncsqua,Juncsqua,Juncsqua,Molicaer,Juncsqua,Juncsqua,Molicaer
33,40,Molicaer,Juncsqua,Juncsqua,Juncsqua,Molicaer,Molicaer,Juncsqua,Juncsqua,Molicaer,Molicaer
33,50,Molicaer,Molicaer,Juncsqua,Molicaer,Molicaer,Descflex,Descflex,Descflex,Descflex,Molicaer
33,60,Molicaer,Molicaer,Molicaer,Molicaer,Descflex,Descflex,Descflex,Descflex,Descflex,Molicaer
33,70,Molicaer,Molicaer,Molicaer,Molicaer,Descflex,Descflex,Descflex,Descflex,Descflex,Descflex
33,80,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Descflex,Descflex,Carenigr,Carenigr,Carenigr
33,90,Molicaer,DEAD,DEAD,Molicaer,DEAD,Holclana,Holclana,Carenigr,Carenigr,Carenigr
33,100,DEAD,DEAD,DEAD,Molicaer,Molicaer,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr
,,,,,,,,,,,
34,10,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,DEAD,Carenigr,Carenigr
34,20,Molicaer,Molicaer,Sphacapi,Sphacapi,Molicaer,Molicaer,DEAD,DEAD,Carenigr,Carenigr
34,30,Sphacapi,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Carenigr,Carenigr
34,40,Sphacapi,Molicaer,Sphacapi,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Carenigr,Carenigr
34,50,Sphacapi,Sphacapi,Sphacapi,Sphacapi,Molicaer,Molicaer,Molicaer,Molicaer,Carenigr,Carenigr
34,60,Sphacapi,Sphacapi,Sphacapi,Molicaer,Molicaer,Molicaer,Sphacapi,Polycomm,Molicaer,Molicaer
34,70,Sphacapi,Sphacapi,Sphacapi,Molicaer,Molicaer,Molicaer,Sphacapi,Polycomm,Polycomm,Molicaer
34,80,Sphacapi,Sphacapi,Sphacapi,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Polycomm,Carenigr
34,90,Sphacapi,Molicaer,Molicaer,Molicaer,Carenigr,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
34,100,Molicaer,Carenigr,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Carenigr,Carenigr,Eriovagi
,,,,,,,,,,,
35,10,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
35,20,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
35,30,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Triccesp,Carenigr,Carenigr,Callvulg
35,40,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Triccesp,Carenigr,Carenigr,Carenigr,Callvulg
35,50,DEAD,Callvulg,Callvulg,Festovin,Festovin,Festovin,Carenigr,Festovin,Festovin,Callvulg
35,60,Carenigr,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg
35,70,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,DEAD,Carenigr,Carenigr,Carenigr
35,80,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Callvulg,Festovin,Callvulg,Festovin
35,90,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr
35,100,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Festovin,Carenigr,Carenigr,Carenigr,Carenigr
,,,,,,,,,,,
36,10,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri
36,20,Nardstri,Nardstri,Nardstri,Descflex,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri
36,30,Nardstri,Nardstri,Nardstri,Descflex,Carenigr,Molicaer,Agrocapi,Agrostolo,Agrostolo,Nardstri
36,40,Molicaer,Molicaer,Molicaer,Nardstri,Carenigr,Polycomm,Polycomm,Polycomm,Polycomm,Nardstri
36,50,Nardstri,Nardstri,Molicaer,Descflex,Molicaer,Molicaer,Polycomm,Polycomm,Descflex,Descflex
36,60,Nardstri,Nardstri,Molicaer,Molicaer,Polycomm,Molicaer,Polycomm,Nardstri,Nardstri,Nardstri
36,70,Nardstri,Nardstri,Nardstri,Polycomm,Molicaer,Molicaer,Polycomm,Polycomm,Molicaer,Molicaer
36,80,Nardstri,Nardstri,Nardstri,Polycomm,Polycomm,Nardstri,Nardstri,Polycomm,Nardstri,Molicaer
36,90,Nardstri,Nardstri,Nardstri,Polycomm,Polycomm,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri
36,100,Nardstri,Nardstri,Descflex,Descflex,Polycomm,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri
,,,,,,,,,,,
37,10,Junceffu,Agrostolo,Junceffu,Junceffu,Junceffu,Junceffu,Galisaxa,Junceffu,Galisaxa,Galisaxa
37,20,Junceffu,Agrostolo,Junceffu,DEAD,Junceffu,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa
37,30,Agrostolo,Agrostolo,Junceffu,DEAD,DEAD,Galisaxa,Sphapalu,Galisaxa,Galisaxa,Polycomm
37,40,Agrostolo,Junceffu,Junceffu,DEAD,DEAD,DEAD,Galisaxa,DEAD,Junceffu,Galisaxa
37,50,Junceffu,DEAD,DEAD,DEAD,Junceffu,Sphapalu,DEAD,DEAD,Galisaxa,Galisaxa
37,60,Junceffu,Junceffu,Junceffu,Junceffu,DEAD,Junceffu,Sphastolo,Galisaxa,Galisaxa,DEAD
37,70,Junceffu,Junceffu,Junceffu,Junceffu,DEAD,Galisaxa,Galisaxa,Galisaxa,DEAD,DEAD
37,80,Junceffu,Junceffu,Junceffu,Junceffu,Agrostolo,Galisaxa,Galisaxa,Galisaxa,DEAD,DEAD
37,90,Junceffu,Junceffu,Junceffu,DEAD,Junceffu,Holcmoll,DEAD,DEAD,DEAD,DEAD
37,100,Junceffu,Junceffu,Junceffu,Junceffu,Holcmoll,Junceffu,Junceffu,Junceffu,DEAD,DEAD
,,,,,,,,,,,
38,10,Junceffu,Junceffu,Agrostolo,Agrostolo,Junceffu,Desccesp,Holclana,DEAD,DEAD,DEAD
38,20,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,DEAD,DEAD,DEAD
38,30,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,DEAD,DEAD,DEAD
38,40,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu
38,50,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu
38,60,Agrostolo,Agrostolo,Junceffu,Agrostolo,Holclana,Holclana,Holclana,DEAD,DEAD,DEAD
38,70,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Agrostolo,Junceffu,Junceffu,DEAD,DEAD
38,80,Agrostolo,Agrostolo,Agrostolo,Agrostolo,Agrostolo,Junceffu,Junceffu,Junceffu,Junceffu,DEAD
38,90,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,DEAD,DEAD
38,100,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Agrostolo,Agrostolo,Agrostolo,Junceffu,DEAD
,,,,,,,,,,,
39,10,Nardstri,Poteerec,Nardstri,Nardstri,Nardstri,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm
39,20,DEAD,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Polycomm,Polycomm,Polycomm,Junceffu
39,30,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Polycomm,Junceffu,Junceffu,Junceffu,Junceffu
39,40,Poteerec,Nardstri,Nardstri,Nardstri,Junceffu,Polycomm,DEAD,Junceffu,Junceffu,Junceffu
39,50,Nardstri,Poteerec,Poteerec,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Agrostolo
39,60,Nardstri,Nardstri,Junceffu,Nardstri,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu
39,70,Nardstri,Nardstri,Nardstri,Nardstri,Junceffu,Junceffu,Junceffu,Polycomm,Agrostolo,Junceffu
39,80,DEAD,DEAD,Nardstri,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu
39,90,Nardstri,Nardstri,Polycomm,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu
39,100,Polycomm,Poteerec,Polycomm,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu
,,,,,,,,,,,
40,10,Nardstri,Nardstri,Nardstri,Polycomm,Polycomm,Anthodor,Polycomm,Nardstri,Plagundu,Desccesp
40,20,Festovin,Nardstri,Festovin,Polycomm,Poteerec,Poteerec,Agrocapi,Nardstri,Nardstri,Festovin
40,30,Polycomm,Nardstri,Festovin,Festovin,Polycomm,Anthodor,Nardstri,Nardstri,Desccesp,Desccesp
40,40,Nardstri,Anthodor,Desccesp,Nardstri,Nardstri,Carenigr,Nardstri,Anthodor,Poteerec,Poteerec
40,50,Anthodor,Festovin,Festovin,Anthodor,Anthodor,Carenigr,Holclana,Holclana,Anthodor,Poteerec
40,60,Poteerec,Anthodor,LITTER,Nardstri,Nardstri,Carenigr,Nardstri,Carenigr,Poteerec,Carenigr
40,70,Nardstri,Nardstri,Poteerec,Poteerec,Nardstri,Nardstri,Carenigr,Anthodor,Polycomm,Polycomm
40,80,Nardstri,Nardstri,Nardstri,Nardstri,Carenigr,Desccesp,Anthodor,Nardstri,Poteerec,Polycomm
40,90,Festovin,Polycomm,Anthodor,Nardstri,Nardstri,Holclana,Poteerec,Poteerec,Polycomm,Nardstri
40,100,Nardstri,Nardstri,Anthodor,Holclana,Holclana,Desccesp,Polycomm,Polycomm,Nardstri,Nardstri
,,,,,,,,,,,
41,10,Junceffu,Junceffu,Junceffu,Holclana,Poaannu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu
41,20,Junceffu,Junceffu,Junceffu,Junceffu,Poaannu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu
41,30,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu
41,40,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu
41,50,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu
41,60,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Desccesp,Junceffu
41,70,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Holclana,Junceffu,Junceffu,Junceffu,Junceffu
41,80,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Poteerec,Junceffu,Junceffu,Junceffu,Desccesp
41,90,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Desccesp,Desccesp
41,100,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Junceffu,Desccesp,Desccesp,Desccesp
,,,,,,,,,,,
42,10,Erictetr,Carenigr,Polycomm,Polycomm,Carenigr,Polycomm,Polycomm,Polycomm,Plagundu,Plagundu
42,20,Erictetr,Polycomm,Carenigr,Plagundu,Plagundu,Carenigr,Polycomm,Polycomm,Plagundu,Plagundu
42,30,Erictetr,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm,Polycomm
42,40,Polycomm,Polycomm,Polycomm,Descflex,Polycomm,Polycomm,Polycomm,Polycomm,Molicaer,Polycomm
42,50,Polycomm,Polycomm,Juncsqua,Juncsqua,Plagundu,Juncsqua,Juncsqua,Juncsqua,Molicaer,Molicaer
42,60,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Juncsqua,Polycomm
42,70,Juncsqua,Juncsqua,Juncsqua,Descflex,Juncsqua,Descflex,Juncsqua,Descflex,Molicaer,Molicaer
42,80,Juncsqua,Polycomm,Juncsqua,Sphacapi,Polycomm,Descflex,Juncsqua,Descflex,Descflex,Molicaer
42,90,Juncsqua,Plagundu,Plagundu,Polycomm,Polycomm,Polycomm,Juncsqua,Juncsqua,Juncsqua,Polycomm
