quad_no,Row,10,20,30,40,50,60,70,80,90,100
43,90,Molicaer,Festovin,Molicaer,Molicaer,Molicaer,Carenigr,Festovin,Tricocesp,Festovin,Nardstri
43,100,Molicaer,Molicaer,Anthodor,Nardstri,Anthodor,Festovin,Anthodor,Tricocesp,Molicaer,Molicaer
,,,,,,,,,,,
44,10,Carenigr,Molicaer,Carenigr,Molicaer,Carenigr,Carenigr,Carenigr,Carenigr,Festovin,Festovin
44,20,Nardstri,Festovin,Carenigr,Carenigr,Carenigr,Carenigr,Festovin,Carenigr,Carenigr,Festovin
44,30,Polycomm,Nardstri,Agrocapi,Tricocesp,Carenigr,Festovin,Festovin,Festovin,Carenigr,Carenigr
44,40,Nardstri,Nardstri,Festovin,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr
44,50,Festovin,Festovin,Sphafall,Carenigr,Carenigr,Carenigr,Festovin,Festovin,Carenigr,Festovin
44,60,Carenigr,Carenigr,Sphafall,Carenigr,Carenigr,Festovin,Festovin,Festovin,Polycomm,Molicaer
44,70,Carenigr,Sphafall,Polycomm,Sphafall,Polycomm,Sphafall,Carenigr,Juncsqua,Carenigr,Festovin
44,80,Carenigr,Carenigr,Carenigr,Polycomm,Carenigr,Festovin,Festovin,Juncsqua,Polycomm,Carenigr
44,90,Carenigr,Carenigr,Carenigr,Sphafall,Festovin,Polycomm,Festovin,Festovin,Festovin,Carenigr
44,100,Carenigr,Carenigr,Sphafall,Tricocesp,Polycomm,Carenigr,Tricocesp,Festovin,Anthodor,Carenigr
,,,,,,,,,,,
45,10,Festovin,,,Festovin,Carenigr,Agrocapi,Agrocapi,Agrocapi,Agrocapi,Agrocapi
45,20,Agrocapi,,,Agrocapi,Nardstri,Juncsqua,Agrocapi,Agrocapi,Agrocapi,Agrocapi
45,30,Carenigr,Anthodor,Agrocapi,Junccong,Agrocapi,Agrocapi,Agrocapi,,,Carenigr
45,40,Anthodor,Anthodor,Nardstri,DEAD,Anthodor,Agrocapi,Festovin,Anthodor,Festovin,Festovin
45,50,Anthodor,Agrocapi,Agrocapi,DEAD,Juncsqua,Juncsqua,DEAD,Carenigr,Juncsqua,Juncsqua
45,60,Agrocapi,Juncsqua,,,DEAD,Carenigr,Agrocapi,Juncsqua,Juncsqua,Juncsqua
45,70,Molicaer,Agrocapi,Juncsqua,Carenigr,Juncsqua,Carenigr,Molicaer,DEAD,Festovin,Festovin
45,80,,Juncsqua,,Agrocapi,Juncsqua,Festovin,Molicaer,DEAD,Festovin,Festovin
45,90,Agrocapi,Festovin,Carenigr,Juncsqua,Agrocapi,Molicaer,Molicaer,Agrocapi,Molicaer,Molicaer
45,100,Molicaer,Nardstri,Nardstri,Juncsqua,Agrocapi,Carenigr,Nardstri,Nardstri,Agrocapi,Nardstri
,,,,,,,,,,,
46,10,Molicaer,Junceffu,Anthodor,Anthodor,Descflex,Nardstri,Anthodor,Anthodor,Junceffu,Junceffu
46,20,Junceffu,DEAD,Carenigr,DEAD,Carenigr,Nardstri,Junceffu,Festovin,Junceffu,Carenigr
46,30,Junceffu,Nardstri,Festovin,Nardstri,Festovin,Festovin,Anthodor,Carenigr,Festovin,Carenigr
46,40,Nardstri,Molicaer,Nardstri,Festovin,Juncsqua,Nardstri,Anthodor,Festovin,Nardstri,DEAD
46,50,Festovin,Festovin,Festovin,Festovin,Nardstri,Carenigr,Molicaer,Festovin,DEAD,Carenigr
46,60,DEAD,Molicaer,Festovin,Festovin,Nardstri,Nardstri,Molicaer,Carenigr,Molicaer,Molicaer
46,70,Molicaer,Nardstri,,Festovin,Festovin,Nardstri,Descflex,Carenigr,Molicaer,Festovin
46,80,Molicaer,Nardstri,Carenigr,Nardstri,DEAD,Carenigr,Juncsqua,Festovin,Molicaer,Festovin
46,90,DEAD,Molicaer,Anthodor,Nardstri,Nardstri,Carenigr,Carenigr,Carenigr,Festovin,Molicaer
46,100,Festovin,Anthodor,Carenigr,Festovin,Carenigr,Carenigr,Carenigr,Nardstri,Descflex,Carenigr
,,,,,,,,,,,
47,10,Galisaxa,Descflex,Descflex,Descflex,Molicaer,Molicaer,Molicaer,Descflex,Molicaer,Molicaer
47,20,,Galisaxa,Galisaxa,Molicaer,Molicaer,Molicaer,Festovin,Festovin,Festovin,Molicaer
47,30,Descflex,Descflex,Descflex,Juncsqua,Molicaer,Descflex,Festovin,Festovin,Festovin,Molicaer
47,40,Festovin,Molicaer,Festovin,Molicaer,Juncsqua,Anthodor,Festovin,Anthodor,Anthodor,Festovin
47,50,Galisaxa,Anthodor,Molicaer,Descflex,Juncsqua,Descflex,Festovin,Molicaer,Festovin,Festovin
47,60,Descflex,Descflex,Molicaer,Descflex,Galisaxa,Galisaxa,Juncsqua,Molicaer,Galisaxa,DEAD
47,70,Juncsqua,Juncsqua,Juncsqua,Descflex,Juncsqua,Molicaer,Molicaer,Descflex,Galisaxa,Descflex
47,80,Anthodor,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Juncsqua,Juncsqua,Galisaxa,Galisaxa,Descflex
47,90,Galisaxa,Galisaxa,Galisaxa,Descflex,Descflex,Juncsqua,Juncsqua,Galisaxa,Galisaxa,Juncsqua
47,100,Galisaxa,Galisaxa,Galisaxa,Descflex,Descflex,Tricocesp,DEAD,Galisaxa,Descflex,Descflex
,,,,,,,,,,,
48,10,Descflex,Nardstri,Galisaxa,Galisaxa,Carenigr,Galisaxa,Descflex,Descflex,Descflex,Carenigr
48,20,Nardstri,Festovin,Carenigr,Descflex,Descflex,Descflex,Nardstri,Descflex,Carenigr,Galisaxa
48,30,Nardstri,Carenigr,Anthodor,Carenigr,Descflex,Descflex,Descflex,Carenigr,Galisaxa,Galisaxa
48,40,Nardstri,DEAD,Galisaxa,Anthodor,Carenigr,Rhytsqua,Anthodor,Nardstri,DEAD,DEAD
48,50,Descflex,Nardstri,Agrocapi,Carenigr,Carenigr,Carenigr,Agrocapi,Nardstri,Carenigr,Carenigr
48,60,Galisaxa,Polycomm,Carenigr,Carenigr,Carenigr,Festovin,Festovin,DEAD,Agrocapi,Carenigr
48,70,Juncsqua,Carenigr,Carenigr,Descflex,Carenigr,Carenigr,DEAD,Agrocapi,Agrocapi,Agrocapi
48,80,Carenigr,Nardstri,Poteerec,Carenigr,Carenigr,Carenigr,Carenigr,DEAD,DEAD,Festovin
48,90,Descflex,Nardstri,DEAD,Pleuschr,Pleuschr,Galisaxa,Galisaxa,Agrocapi,Carenigr,Carenigr
48,100,Poteerec,Galisaxa,Agrocapi,Carenigr,Galisaxa,Galisaxa,DEAD,Agrocapi,Galisaxa,Nardstri
,,,,,,,,,,,
49,10,Tricocesp,Tricocesp,Carenigr,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Callvulg,Molicaer
49,20,Carenigr,Tricocesp,Molicaer,Callvulg,Molicaer,Molicaer,Molicaer,Descflex,Molicaer,Molicaer
49,30,Vaccmyrt,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Callvulg,Carenigr,Molicaer,Carenigr
49,40,Carenigr,Carenigr,Sphapalu,Sphapalu,Sphapalu,Sphapalu,Molicaer,Callvulg,Carenigr,Molicaer
49,50,Carenigr,Sphapalu,Sphapalu,Callvulg,Sphapalu,Carenigr,Carenigr,Callvulg,Molicaer,Carenigr
49,60,Sphapalu,Sphapalu,Sphapalu,Sphapalu,Sphapalu,Carenigr,Sphapalu,Sphapalu,Molicaer,Callvulg
49,70,Sphapalu,Sphapalu,Sphapalu,Sphapalu,Sphapalu,Molicaer,Molicaer,Molicaer,Molicaer,Tricocesp
49,80,Carenigr,Sphapalu,Sphapalu,Sphapalu,Sphapalu,Sphapalu,Molicaer,Molicaer,Descflex,Molicaer
49,90,Carenigr,Callvulg,Callvulg,Sphapalu,Callvulg,Sphapalu,Molicaer,Molicaer,Carenigr,DEAD
49,100,Carenigr,Spharubr,Spharubr,Molicaer,Tricocesp,Molicaer,Molicaer,Molicaer,Carenigr,Carenigr
,,,,,,,,,,,
50,10,Vaccmyrt,Sphapalu,Eriovagi,Eriovagi,Sphapalu,Molicaer,Sphapalu,Vaccmyrt,Carenigr,Carenigr
50,20,Sphapalu,Sphapalu,Sphapalu,Molicaer,Plagundu,Sphapalu,Polycomm,Molicaer,Carenigr,Carenigr
50,30,Sphapalu,Sphapalu,Sphapalu,Sphapalu,Plagundu,Plagundu,Sphapalu,Molicaer,Vaccmyrt,Carenigr
50,40,Sphapalu,Sphapalu,Sphapalu,Sphapalu,Plagundu,Plagundu,Molicaer,Molicaer,Vaccmyrt,Carenigr
50,50,Eriovagi,Sphapalu,Sphapalu,Molicaer,Carenigr,Eriovagi,Sphapalu,Molicaer,DEAD,Molicaer
50,60,Molicaer,Sphapalu,Sphapalu,Molicaer,Juncsqua,Juncsqua,Plagundu,Molicaer,Molicaer,Eriovagi
50,70,Carenigr,Plagundu,Plagundu,Molicaer,Carenigr,Plagundu,Vaccmyrt,Molicaer,Vaccmyrt,Molicaer
50,80,Plagundu,Sphapalu,Molicaer,Molicaer,Molicaer,Sphapalu,Eriovagi,Vaccmyrt,Vaccmyrt,Plagundu
50,90,Sphapalu,Molicaer,Molicaer,Molicaer,Sphapalu,Molicaer,Vaccmyrt,Eriovagi,Vaccmyrt,Carenigr
50,100,Carenigr,Molicaer,Molicaer,Carenigr,Molicaer,Sphapalu,Molicaer,Plagundu,Vaccmyrt,Vaccmyrt
,,,,,,,,,,,
51,10,Carenigr,Sphapalu,Carenigr,Descflex,Erioangu,Carenigr,Vaccmyrt,Callvulg,Vaccmyrt,Vaccmyrt
51,20,Carenigr,Carenigr,Carenigr,Carenigr,Vaccmyrt,Vaccmyrt,Vaccmyrt,Vaccmyrt,Callvulg,Vaccmyrt
51,30,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Tricocesp,Callvulg,Vaccmyrt,Carenigr
51,40,Carenigr,Carenigr,Vaccmyrt,Vaccmyrt,Callvulg,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr
51,50,Carenigr,Carenigr,Carenigr,Sphapalu,Callvulg,Callvulg,Carenigr,Sphapalu,Carenigr,Molicaer
51,60,Eriovagi,Eriovagi,Sphapalu,Callvulg,Callvulg,Callvulg,Sphapalu,Callvulg,Polycomm,Carenigr
51,70,Eriovagi,Eriovagi,Callvulg,Vaccmyrt,Vaccmyrt,Callvulg,Carenigr,Carenigr,Vaccmyrt,Carenigr
51,80,Eriovagi,Eriovagi,Sphapalu,Carenigr,Carenigr,Sphapalu,Sphapalu,Sphapalu,Carenigr,Descflex
51,90,Eriovagi,Sphapalu,Sphapalu,Carenigr,Sphapalu,Carenigr,Carenigr,Sphapalu,Carenigr,Sphapalu
51,100,Sphapalu,Sphapalu,Sphapalu,Carenigr,Carenigr,Descflex,Carenigr,Carenigr,Carenigr,Carenigr
,,,,,,,,,,,
52,10,Plagundu,Descflex,Polycomm,Galisaxa,Descflex,Molicaer,Poteerec,Molicaer,Molicaer,Polycomm
52,20,Descflex,Polycomm,Polycomm,Polycomm,Polycomm,Festovin,Festovin,Carenigr,Carenigr,Carenigr
52,30,Descflex,Galisaxa,Juncsqua,Polycomm,Descflex,DEAD,Festovin,Molicaer,Carenigr,Descflex
52,40,Plagundu,Carenigr,Juncsqua,Poteerec,Descflex,Poteerec,DEAD,Juncsqua,Carenigr,Polycomm
52,50,Descflex,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Polycomm,Polycomm
52,60,Molicaer,Molicaer,Poteerec,Juncsqua,Poteerec,Carenigr,Molicaer,Carenigr,Descflex,Polycomm
52,70,Plagundu,Plagundu,Descflex,Erioangu,Molicaer,Poteerec,Molicaer,Molicaer,Juncsqua,Carenigr
52,80,Poteerec,Carenigr,Carenigr,Carenigr,Vaccmyrt,Vaccmyrt,Molicaer,Carenigr,Carenigr,Molicaer
52,90,Molicaer,Carenigr,Carenigr,Descflex,Galisaxa,Vaccmyrt,Festovin,Molicaer,Plagundu,Descflex
52,100,Descflex,Carenigr,Descflex,Carenigr,Vaccmyrt,Descflex,Festovin,Festovin,Carenigr,Polycomm
,,,,,,,,,,,
53,10,Callvulg,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Festovin,Juncsqua,Juncsqua,Juncsqua,Poteerec
53,20,Callvulg,Descflex,Molicaer,DEAD,DEAD,Festovin,Juncsqua,Anthodor,Juncsqua,Descflex
53,30,Festovin,Festovin,Descflex,Descflex,DEAD,Molicaer,Callvulg,Molicaer,Descflex,Descflex
53,40,DEAD,DEAD,DEAD,Festovin,DEAD,Molicaer,Festovin,Molicaer,Callvulg,Molicaer
53,50,DEAD,Molicaer,DEAD,Polycomm,Molicaer,Poteerec,Festovin,Poteerec,Festovin,Carenigr
53,60,Molicaer,DEAD,Festovin,Molicaer,Molicaer,Callvulg,Molicaer,Carenigr,Carenigr,Carenigr
53,70,Festovin,Molicaer,Molicaer,Poteerec,Molicaer,Callvulg,Carenigr,Descflex,Descflex,Callvulg
53,80,Descflex,DEAD,Tricocesp,Tricocesp,Festovin,Festovin,Callvulg,Callvulg,DEAD,DEAD
53,90,Molicaer,Molicaer,Descflex,Festovin,Festovin,Descflex,Callvulg,Callvulg,Festovin,Callvulg
53,100,Molicaer,Molicaer,Descflex,Juncsqua,Callvulg,Descflex,Descflex,Descflex,Festovin,Molicaer
,,,,,,,,,,,
54,10,Molicaer,Descflex,Descflex,Molicaer,Molicaer,Carenigr,Molicaer,Molicaer,Molicaer,Plagundu
54,20,Descflex,Plagundu,Plagundu,Carenigr,Molicaer,Molicaer,Carenigr,Molicaer,Molicaer,Molicaer
54,30,Carenigr,Carenigr,Carenigr,Carenigr,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Plagundu
54,40,Molicaer,Carenigr,Plagundu,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Plagundu,Molicaer
54,50,Carenigr,Carenigr,Plagundu,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Plagundu,DEAD
54,60,Carenigr,Molicaer,Molicaer,Plagundu,Plagundu,DEAD,DEAD,Plagundu,Plagundu,Carenigr
54,70,Molicaer,Carenigr,Descflex,Plagundu,Descflex,Descflex,Plagundu,Molicaer,Molicaer,Molicaer
54,80,Descflex,Descflex,Descflex,Descflex,Molicaer,Plagundu,Plagundu,Molicaer,Molicaer,Molicaer
54,90,Molicaer,Molicaer,Descflex,Molicaer,Plagundu,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
54,100,Plagundu,Plagundu,Descflex,Plagundu,Plagundu,Molicaer,Molicaer,Molicaer,Plagundu,Descflex
,,,,,,,,,,,
55,10,Descflex,Rhytsqua,Anthodor,Carenigr,Descflex,Carenigr,Molicaer,Molicaer,Descflex,Descflex
55,20,Descflex,Galisaxa,Descflex,Descflex,Descflex,Descflex,Descflex,Descflex,Descflex,Carenigr
55,30,Poteerec,Callvulg,Poteerec,Descflex,Descflex,Carenigr,Molicaer,Carenigr,Descflex,Descflex
55,40,Poteerec,Poteerec,Descflex,Carenigr,Carenigr,Festovin,Festovin,Molicaer,Descflex,Carenigr
55,50,Carenigr,Carenigr,Carenigr,Descflex,Descflex,Carenigr,Molicaer,Galisaxa,Galisaxa,Molicaer
55,60,Descflex,Descflex,Descflex,Pleuschr,Pleuschr,Carenigr,Anthodor,Callvulg,Pleuschr,Carenigr
55,70,Descflex,Descflex,Descflex,Descflex,Descflex,Rhytsqua,Anthodor,Galisaxa,Galisaxa,Galisaxa
55,80,Descflex,Descflex,Descflex,Carenigr,Descflex,Carenigr,Callvulg,Callvulg,Carenigr,Galisaxa
55,90,Callvulg,Descflex,Descflex,Carenigr,Carenigr,Rhytsqua,Rhytsqua,Galisaxa,Callvulg,Descflex
55,100,Carenigr,Descflex,Carenigr,Carenigr,Anthodor,Callvulg,Anthodor,Carenigr,Carenigr,Carenigr
,,,,,,,,,,,
56,10,Descflex,Descflex,Descflex,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr
56,20,Pleuschr,Pleuschr,Descflex,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr
56,30,Carenigr,Vaccmyrt,Descflex,Vaccmyrt,Descflex,Carenigr,Carenigr,Descflex,Carenigr,Carenigr
56,40,Carenigr,Descflex,Descflex,Carenigr,Descflex,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr
56,50,Carenigr,Carenigr,Descflex,Descflex,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr
56,60,Carenigr,Vaccmyrt,Carenigr,Carenigr,Carenigr,Callvulg,Carenigr,Carenigr,,Carenigr
56,70,Carenigr,Carenigr,Vaccmyrt,Carenigr,Carenigr,Callvulg,Carenigr,Carenigr,Carenigr,Carenigr
56,80,Carenigr,Carenigr,Carenigr,Carenigr,Descflex,Carenigr,Carenigr,Carenigr,Carenigr,Descflex
56,90,Carenigr,Carenigr,Descflex,Carenigr,Carenigr,Descflex,Vaccmyrt,Carenigr,Carenigr,Carenigr
56,100,Descflex,Carenigr,,,Carenigr,Carenigr,Carenigr,Carenigr,Descflex,Carenigr
,,,,,,,,,,,
57,10,Descflex,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Eriovagi,Eriovagi,Descflex,Carenigr
57,20,Carenigr,Carenigr,Plagundu,Eriovagi,Plagundu,Eriovagi,Plagundu,Eriovagi,Eriovagi,Eriovagi
57,30,Plagundu,Carenigr,Descflex,Descflex,Plagundu,Plagundu,Carenigr,Carenigr,Eriovagi,Eriovagi
57,40,Carenigr,Descflex,Descflex,Plagundu,Plagundu,Eriovagi,Eriovagi,Carenigr,Carenigr,Carenigr
57,50,Eriovagi,Plagundu,Plagundu,Eriovagi,Descflex,Eriovagi,Plagundu,Carenigr,Carenigr,Carenigr
57,60,Plagundu,Plagundu,Plagundu,Plagundu,Plagundu,Descflex,Carenigr,Carenigr,Carenigr,Carenigr
57,70,Plagundu,Plagundu,Plagundu,Eriovagi,Eriovagi,Descflex,Plagundu,Eriovagi,,Plagundu
57,80,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Plagundu,Carenigr,Carenigr,Descflex,Carenigr,Eriovagi
57,90,Plagundu,Plagundu,Plagundu,Plagundu,Carenigr,Carenigr,Polycomm,Carenigr,Carenigr,Plagundu
57,100,Pleuschr,Plagundu,Plagundu,Plagundu,Carenigr,Eriovagi,Carenigr,Carenigr,Carenigr,DEAD
,,,,,,,,,,,
58,10,Molicaer,Descflex,Descflex,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr
58,20,Molicaer,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,DEAD,Carenigr,Carenigr
58,30,Descflex,Descflex,Callvulg,Carenigr,Carenigr,Molicaer,Molicaer,Carenigr,Callvulg,DEAD
58,40,Descflex,Callvulg,Carenigr,Carenigr,Carenigr,Molicaer,Molicaer,Callvulg,Polycomm,Polycomm
58,50,Carenigr,Descflex,Descflex,Carenigr,Carenigr,Carenigr,Carenigr,Molicaer,Carenigr,Polycomm
58,60,Descflex,Descflex,Callvulg,Descflex,Descflex,Carenigr,Carenigr,Carenigr,Carenigr,Descflex
58,70,Eriovagi,Descflex,Eriovagi,Molicaer,Carenigr,Polycomm,Molicaer,Carenigr,Carenigr,Descflex
58,80,Carenigr,Descflex,Carenigr,Molicaer,Molicaer,Molicaer,Descflex,Polycomm,Descflex,Molicaer
58,90,Carenigr,Descflex,Descflex,Descflex,Descflex,Carenigr,Polycomm,Carenigr,Molicaer,Molicaer
58,100,Molicaer,Carenigr,Callvulg,Callvulg,Carenigr,Carenigr,Polycomm,Polycomm,Molicaer,Molicaer
,,,,,,,,,,,
59,10,Molicaer,Carenigr,Carenigr,Carenigr,Carenigr,Descflex,Molicaer,Callvulg,Callvulg,DEAD
59,20,Callvulg,Carenigr,Carenigr,Carenigr,Carenigr,Molicaer,Callvulg,DEAD,Galisaxa,Rumeacetosa
59,30,Molicaer,Molicaer,Carenigr,Carenigr,Carenigr,Carenigr,Molicaer,Molicaer,Festovin,Galisaxa
59,40,Molicaer,Molicaer,Rhytsqua,Molicaer,Molicaer,Callvulg,Molicaer,Molicaer,DEAD,DEAD
59,50,DEAD,Carenigr,Anthodor,Rhytsqua,Callvulg,Callvulg,Callvulg,Galisaxa,Galisaxa,DEAD
59,60,DEAD,Carenigr,Carenigr,Carenigr,Callvulg,Carenigr,Galisaxa,Galisaxa,Carenigr,Callvulg
59,70,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Rumeacetosa,Carenigr,Callvulg
59,80,Anthodor,Agrocapi,Rumeacetosa,Molicaer,Callvulg,Descflex,Descflex,Carenigr,Galisaxa,DEAD
59,90,DEAD,Anthodor,DEAD,Rumeacetosa,Carenigr,Galisaxa,Festovin,Galisaxa,Galisaxa,DEAD
59,100,Anthodor,Anthodor,Galisaxa,Molicaer,Molicaer,Callvulg,Galisaxa,Galisaxa,Galisaxa,Anthodor
,,,,,,,,,,,
60,10,Molicaer,Molicaer,Descflex,Molicaer,DEAD,Galisaxa,Galisaxa,Galisaxa,Molicaer,Galisaxa
60,20,Molicaer,Molicaer,DEAD,Galisaxa,Galisaxa,Descflex,Molicaer,Nardstri,DEAD,Galisaxa
60,30,Molicaer,Molicaer,Descflex,DEAD,Galisaxa,DEAD,Galisaxa,Festovin,Descflex,Carenigr
60,40,Molicaer,Molicaer,Galisaxa,Nardstri,Junceffu,Poteerec,Galisaxa,Nardstri,DEAD,Galisaxa
60,50,DEAD,Galisaxa,Nardstri,Molicaer,Molicaer,Molicaer,Poteerec,Molicaer,Galisaxa,Galisaxa
60,60,Nardstri,Nardstri,Molicaer,Nardstri,Descflex,Molicaer,Galisaxa,Molicaer,Nardstri,Galisaxa
60,70,Nardstri,Molicaer,DEAD,Nardstri,Galisaxa,Descflex,Galisaxa,Nardstri,Galisaxa,Galisaxa
60,80,Descflex,Molicaer,DEAD,Nardstri,Galisaxa,Nardstri,Nardstri,Nardstri,Nardstri,Galisaxa
60,90,Nardstri,Molicaer,DEAD,Festovin,Galisaxa,Festovin,Descflex,Molicaer,Descflex,Descflex
60,100,Nardstri,Molicaer,Molicaer,Festovin,Nardstri,Nardstri,DEAD,Festovin,Molicaer,Carenigr
,,,,,,,,,,,
61,10,Molicaer,DEAD,Callvulg,Sphafall,Callvulg,Molicaer,Eriovagi,Vaccmyrt,Molicaer,Molicaer
61,20,Molicaer,Callvulg,Sphafall,Eriovagi,Callvulg,DEAD,Callvulg,DEAD,Molicaer,Molicaer
61,30,Molicaer,Molicaer,Callvulg,Sphafall,DEAD,Molicaer,Polycomm,Callvulg,Molicaer,Molicaer
61,40,Molicaer,DEAD,Molicaer,Sphafall,DEAD,DEAD,DEAD,Molicaer,Molicaer,Molicaer
61,50,Callvulg,Callvulg,Callvulg,Molicaer,DEAD,DEAD,DEAD,Callvulg,Molicaer,Molicaer
61,60,Callvulg,Callvulg,Eriovagi,Molicaer,Molicaer,Molicaer,DEAD,DEAD,Carenigr,Carenigr
61,70,Callvulg,Callvulg,Callvulg,Molicaer,Molicaer,,Molicaer,,,Carenigr
61,80,DEAD,DEAD,Eriovagi,Eriovagi,Carenigr,Carenigr,Molicaer,Molicaer,Molicaer,Carenigr
61,90,Sphafall,DEAD,Eriovagi,Molicaer,,,Molicaer,Carenigr,Descflex,Descflex
61,100,DEAD,DEAD,Descflex,Descflex,Descflex,Descflex,Descflex,Descflex,Descflex,Carenigr
,,,,,,,,,,,
62,10,Callvulg,Molicaer,Molicaer,Eriovagi,Eriovagi,Descflex,Molicaer,Molicaer,Molicaer,Molicaer
62,20,Molicaer,Molicaer,Molicaer,Eriovagi,Eriovagi,Eriovagi,Callvulg,Polycomm,Callvulg,Molicaer
62,30,DEAD,Molicaer,Molicaer,Molicaer,Eriovagi,Eriovagi,Molicaer,Polycomm,Eriovagi,Molicaer
62,40,Molicaer,Molicaer,Carenigr,Carenigr,Polycomm,Eriovagi,Polycomm,DEAD,Callvulg,Callvulg
62,50,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Callvulg,Eriovagi,Callvulg
62,60,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Descflex,Descflex,Descflex,Descflex
62,70,Molicaer,Molicaer,Molicaer,Molicaer,Polycomm,Molicaer,Molicaer,Polycomm,DEAD,Callvulg
62,80,Polycomm,Molicaer,Molicaer,Molicaer,Molicaer,Descflex,Molicaer,Callvulg,Descflex,Descflex
62,90,Polycomm,Molicaer,Molicaer,Molicaer,Callvulg,Molicaer,Callvulg,Callvulg,Descflex,Descflex
62,100,Molicaer,Molicaer,Molicaer,Molicaer,Callvulg,Molicaer,Molicaer,Descflex,Vaccmyrt,Vaccmyrt
,,,,,,,,,,,
63,10,Molicaer,Molicaer,Molicaer,Descflex,Molicaer,Callvulg,Molicaer,Descflex,Carenigr,Molicaer
63,20,Carenigr,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Descflex,Callvulg,Descflex,DEAD
63,30,Carenigr,Molicaer,Descflex,,Descflex,Callvulg,Molicaer,Molicaer,Tricocesp,Carenigr
63,40,Carenigr,Molicaer,Descflex,Carenigr,Molicaer,Molicaer,Callvulg,Callvulg,Tricocesp,Carenigr
63,50,Descflex,Descflex,Callvulg,Molicaer,Descflex,Descflex,Molicaer,Tricocesp,Tricocesp,Tricocesp
63,60,Molicaer,Carenigr,Molicaer,Carenigr,Molicaer,Carenigr,Molicaer,Molicaer,Tricocesp,Tricocesp
63,70,Molicaer,Molicaer,Molicaer,Molicaer,Callvulg,Molicaer,Molicaer,Descflex,Tricocesp,Tricocesp
63,80,Molicaer,Carenigr,Molicaer,Callvulg,Callvulg,Callvulg,Descflex,Callvulg,Tricocesp,Tricocesp
63,90,Molicaer,Descflex,Carenigr,Descflex,Descflex,Callvulg,Tricocesp,Carenigr,Tricocesp,Callvulg
63,100,Descflex,Descflex,Carenigr,Descflex,Descflex,Descflex,Callvulg,Polycomm,Vaccmyrt,Carenigr
,,,,,,,,,,,
64,10,Molicaer,Carenigr,Molicaer,Callvulg,Molicaer,Eriovagi,Eriovagi,Eriovagi,Molicaer,Molicaer
64,20,Molicaer,Molicaer,Descflex,Molicaer,Molicaer,Eriovagi,Eriovagi,Eriovagi,Molicaer,DEAD
64,30,Molicaer,Molicaer,Molicaer,Callvulg,Carenigr,Molicaer,Eriovagi,Callvulg,Callvulg,Callvulg
64,40,Callvulg,Molicaer,Polycomm,Molicaer,Molicaer,Descflex,Carenigr,Callvulg,Eriovagi,Eriovagi
64,50,DEAD,Molicaer,Carenigr,Molicaer,Descflex,Callvulg,DEAD,Carenigr,Carenigr,Carenigr
64,60,Molicaer,Carenigr,Molicaer,Callvulg,Polycomm,Carenigr,Carenigr,Polycomm,Polycomm,Descflex
64,70,Molicaer,Carenigr,Molicaer,Molicaer,Molicaer,Carenigr,Polycomm,Polycomm,Callvulg,Polycomm
64,80,Molicaer,Molicaer,Molicaer,Molicaer,Carenigr,Molicaer,Carenigr,Callvulg,Callvulg,Carenigr
64,90,Molicaer,Descflex,Molicaer,Molicaer,Molicaer,Carenigr,Carenigr,Eriovagi,Molicaer,Callvulg
64,100,Eriovagi,Callvulg,Callvulg,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Eriovagi,Callvulg
,,,,,,,,,,,
65,10,Anthodor,Molicaer,Callvulg,Molicaer,Carenigr,Molicaer,Nardstri,Nardstri,Galisaxa,Rhytsqua
65,20,Festovin,Molicaer,Rhytsqua,Molicaer,Polycomm,Molicaer,Anthodor,Rhytsqua,Rhytsqua,Galisaxa
