quad_no,Row,10,20,30,40,50,60,70,80,90,100
22,30,Festovin,Rhytsqua,Agrocapi,Galisaxa,Anthodor,Galisaxa,Festovin,Galisaxa,Galisaxa,DEW
22,40,Galisaxa,Galisaxa,Festovin,Rhytsqua,Festovin,Carenigr,Juncsqua,Festovin,Rhytsqua,Galisaxa
22,50,Galisaxa,Galisaxa,Galisaxa,Festovin,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Agrocapi,Rhytsqua
22,60,Galisaxa,Galisaxa,Descflex,Descflex,Descflex,Rhytsqua,Galisaxa,Rhytsqua,Galisaxa,Agrocapi
22,70,Agrocapi,Rhytsqua,Galisaxa,Galisaxa,Rhytsqua,Carenigr,Anthodor,Anthodor,Rhytsqua,Agrocapi
22,80,Anthodor,Galisaxa,Carenigr,Galisaxa,Carenigr,Carenigr,Anthodor,Rhytsqua,Festovin,Anthodor
22,90,Galisaxa,Rhytsqua,Galisaxa,Anthodor,Rhytsqua,Rhytsqua,Rhytsqua,Galisaxa,Agrocapi,Galisaxa
22,100,Agrocapi,Agrocapi,Anthodor,Agrocapi,Festovin,Descflex,Rhytsqua,Rumeacet,Galisaxa,Agrocapi
,,,,,,,,,,,
23,10,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Galisaxa,Carenigr,Carenigr
23,20,Carenigr,Carenigr,Carenigr,Descflex,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Carenigr
23,30,Carenigr,Carenigr,Galisaxa,Carenigr,Carenigr,Galisaxa,Galisaxa,Galisaxa,Callvulg,Galisaxa
23,40,Junccong,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Callvulg,Callvulg,Galisaxa,Descflex,Carenigr
23,50,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Carenigr,Carenigr,Carenigr,Carenigr,Galisaxa
23,60,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Junccong,Galisaxa,Galisaxa,Descflex
23,70,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Carenigr,Descflex,Descflex
23,80,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Carenigr,Descflex
23,90,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Descflex
23,100,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Carenigr,Carenigr,Carenigr,Carenigr,Descflex,Descflex
,,,,,,,,,,,
24,10,Sphafall,Descflex,Descflex,Eriovagi,Callvulg,Descflex,Eriovagi,Descflex,Molicaer,DEAD
24,20,Erictetr,Polycomm,Descflex,Descflex,Descflex,Eriovagi,Descflex,Eriovagi,Descflex,Molicaer
24,30,Polycomm,Descflex,Descflex,DEAD,Callvulg,Callvulg,Callvulg,Descflex,Eriovagi,Molicaer
24,40,Eriovagi,Eriovagi,Callvulg,Eriovagi,Eriovagi,Eriovagi,Sphafall,Descflex,Descflex,Descflex
24,50,Erioangu,Descflex,Descflex,Eriovagi,Eriovagi,Molicaer,Descflex,Callvulg,Descflex,Descflex
24,60,Eriovagi,Descflex,Descflex,Descflex,Callvulg,Descflex,Callvulg,Descflex,Descflex,Polycomm
24,70,Descflex,Erictetr,Descflex,Descflex,Callvulg,Descflex,Callvulg,Descflex,Descflex,Sphafall
24,80,Erictetr,Descflex,Erictetr,Eriovagi,Erictetr,Descflex,Descflex,Descflex,Descflex,Anthodor
24,90,Descflex,Erictetr,Erictetr,Erictetr,Eriovagi,Descflex,Descflex,Descflex,Descflex,Anthodor
24,100,Erictetr,Eriovagi,Erictetr,Eriovagi,Molicaer,Descflex,Descflex,Anthodor,Anthodor,Anthodor
,,,,,,,,,,,
25,10,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Festovin,Molicaer,Galisaxa,Galisaxa,Carenigr,Descflex
25,20,Poteerec,Galisaxa,Festovin,Festovin,Molicaer,Molicaer,Galisaxa,Molicaer,Descflex,DEW
25,30,Poteerec,Molicaer,Poteerec,Galisaxa,Galisaxa,Molicaer,Nardstri,Molicaer,Molicaer,Galisaxa
25,40,Molicaer,Molicaer,Galisaxa,Poaannu,Molicaer,Festovin,Molicaer,Molicaer,Molicaer,Molicaer
25,50,Poteerec,DEW,DEW,Festovin,Poaannu,Festovin,Molicaer,Galisaxa,Molicaer,DEW
25,60,Poteerec,Carenigr,Molicaer,Festovin,DEW,DEW,Molicaer,Galisaxa,Galisaxa,Festovin
25,70,DEW,Molicaer,Molicaer,Molicaer,Molicaer,Carenigr,Festovin,Galisaxa,Nardstri,Galisaxa
25,80,Poteerec,Descflex,Molicaer,Anthodor,Poteerec,Agrocapi,Festovin,Galisaxa,Molicaer,Galisaxa
25,90,DEW,DEW,Molicaer,Agrocapi,Festovin,Carenigr,Carenigr,Carenigr,Molicaer,Molicaer
25,100,Molicaer,Agrocapi,Anthodor,Anthodor,Festovin,Festovin,Agrocapi,Carenigr,Galisaxa,Festovin
,,,,,,,,,,,
26,10,Nardstri,Galisaxa,Nardstri,Nardstri,Molicaer,Molicaer,Molicaer,Poteerec,Molicaer,Molicaer
26,20,Anthodor,Anthodor,Molicaer,DEAD,Galisaxa,Molicaer,DEAD,Poteerec,Anthodor,Galisaxa
26,30,Anthodor,Anthodor,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Anthodor,Anthodor,Molicaer,DEAD
26,40,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,DEAD,DEAD,Ceraarve,Nardstri,DEAD
26,50,Galisaxa,Juncsqua,Galisaxa,DEAD,Galisaxa,Nardstri,Galisaxa,DEAD,Galisaxa,Galisaxa
26,60,DEAD,Galisaxa,Festovin,Galisaxa,Nardstri,Galisaxa,Nardstri,Juncsqua,Juncsqua,Festovin
26,70,DEAD,Anthodor,Galisaxa,Anthodor,Juncsqua,Galisaxa,Galisaxa,Anthodor,Galisaxa,Galisaxa
26,80,Galisaxa,Galisaxa,Galisaxa,Galisaxa,Galisaxa,DEAD,Nardstri,Anthodor,Anthodor,Descflex
26,90,Nardstri,Galisaxa,Galisaxa,Galisaxa,Nardstri,Carenigr,Anthodor,Galisaxa,Nardstri,Agrostolo
26,100,Descflex,Galisaxa,Galisaxa,Nardstri,Galisaxa,Carenigr,Anthodor,Anthodor,Agrostolo,Anthodor
,,,,,,,,,,,
27,10,Galisaxa,Descflex,Galisaxa,Erictetr,Festovin,Molicaer,Nardstri,Nardstri,Galisaxa,Galisaxa
27,20,Nardstri,Festovin,Galisaxa,Galisaxa,Descflex,Descflex,Poteerec,Festovin,Festovin,Descflex
27,30,Galisaxa,Galisaxa,DEW,Galisaxa,Galisaxa,Molicaer,Molicaer,Nardstri,Nardstri,Galisaxa
27,40,Galisaxa,Galisaxa,DEW,Galisaxa,Poteerec,Poteerec,Poteerec,Descflex,DEW,DEW
27,50,Galisaxa,DEW,DEW,Galisaxa,Poteerec,Poteerec,Molicaer,Galisaxa,DEW,Molicaer
27,60,DEW,Galisaxa,Galisaxa,Descflex,Galisaxa,Poteerec,Poteerec,Descflex,DEW,Nardstri
27,70,DEW,Galisaxa,Galisaxa,Molicaer,Anthodor,Poteerec,Galisaxa,Galisaxa,Galisaxa,DEW
27,80,Festovin,Festovin,DEW,Carenigr,Poteerec,Molicaer,Galisaxa,Nardstri,Molicaer,Descflex
27,90,Anthodor,Galisaxa,Galisaxa,Festovin,Anthodor,DEW,DEW,Galisaxa,Nardstri,Descflex
27,100,Anthodor,Nardstri,Vaccmyrt,Vaccmyrt,Vaccmyrt,DEAD,Galisaxa,Galisaxa,Molicaer,Galisaxa
,,,,,,,,,,,
28,10,Poteerec,Poteerec,Callvulg,Callvulg,Carenigr,Rhytsqua,Molicaer,Descflex,Descflex,Carenigr
28,20,Carenigr,Poteerec,Descflex,Sphafall,Carenigr,DEW,Descflex,Carenigr,Festovin,Carenigr
28,30,Carenigr,Carenigr,Carenigr,Sphafall,DEW,Galisaxa,Carenigr,Festovin,Carenigr,Callvulg
28,40,Carenigr,Descflex,Sphafall,Descflex,Eriovagi,Festovin,Festovin,Descflex,Festovin,Callvulg
28,50,Sphafall,Carenigr,Festovin,Festovin,Descflex,Descflex,Descflex,Carenigr,Festovin,Carenigr
28,60,Sphafall,Sphafall,Callvulg,Carenigr,Galisaxa,Descflex,Molicaer,Rhytsqua,Carenigr,Carenigr
28,70,Sphafall,Carenigr,Carenigr,Carenigr,Eriovagi,Descflex,Carenigr,Carenigr,Carenigr,Carenigr
28,80,Descflex,Eriovagi,Callvulg,Callvulg,Festovin,DEW,Carenigr,Descflex,Carenigr,Carenigr
28,90,Erictetr,Erictetr,Erictetr,Erictetr,Carenigr,Anthodor,Descflex,Carenigr,Carenigr,Carenigr
28,100,Descflex,Descflex,Descflex,Descflex,Descflex,Carenigr,Carenigr,Carenigr,Carenigr,Descflex
,,,,,,,,,,,
29,10,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr
29,20,Carenigr,Carenigr,Carenigr,Carenigr,Descflex,Eriovagi,Carenigr,Descflex,Carenigr,Callvulg
29,30,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,DEAD,Eriovagi,Eriovagi,Eriovagi,Carenigr
29,40,Carenigr,Carenigr,Carenigr,Carenigr,Eriovagi,Eriovagi,Eriovagi,Eriovagi,Callvulg,Carenigr
29,50,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr
29,60,Carenigr,Carenigr,Carenigr,Eriovagi,Eriovagi,Callvulg,Callvulg,Carenigr,Carenigr,Carenigr
29,70,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Descflex,Carenigr,Carenigr,Carenigr,Carenigr
29,80,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Callvulg,Carenigr,Carenigr,Carenigr
29,90,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Descflex,Carenigr,Carenigr,Carenigr
29,100,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr
,,,,,,,,,,,
30,10,Molicaer,Molicaer,Callvulg,Molicaer,Anthodor,Molicaer,Molicaer,Molicaer,Nardstri,Nardstri
30,20,Molicaer,Molicaer,Molicaer,Molicaer,Festovin,Molicaer,Molicaer,Nardstri,Nardstri,Molicaer
30,30,Callvulg,Molicaer,Juncsqua,Festovin,Nardstri,Molicaer,Molicaer,Festovin,Nardstri,Molicaer
30,40,Molicaer,Festovin,Nardstri,Nardstri,Nardstri,Nardstri,Nardstri,Festovin,Festovin,Molicaer
30,50,Molicaer,Descflex,Nardstri,Nardstri,Nardstri,Molicaer,Nardstri,Molicaer,Molicaer,Molicaer
30,60,Descflex,Descflex,Molicaer,Molicaer,Nardstri,Nardstri,DEW,Poteerec,Molicaer,Molicaer
30,70,Descflex,Descflex,Festovin,Festovin,Festovin,Nardstri,Molicaer,Molicaer,Poaprat,Festovin
30,80,Callvulg,Descflex,Festovin,Festovin,Anthodor,Luzumult,Anthodor,Carenigr,Anthodor,Anthodor
30,90,Carenigr,Molicaer,Carenigr,Nardstri,Festovin,Carenigr,Molicaer,Festovin,Carenigr,Carenigr
30,100,Callvulg,Carenigr,Carenigr,Carenigr,Carenigr,Poteerec,Festovin,Descflex,Nardstri,Descflex
,,,,,,,,,,,
31,10,Poteerec,Festovin,Festovin,Festovin,Festovin,Festovin,Festovin,Poteerec,Anthodor,Anthodor
31,20,Molicaer,Molicaer,Festovin,Festovin,Festovin,Festovin,Festovin,Poteerec,Anthodor,Anthodor
31,30,Agrocapi,Descflex,Descflex,Descflex,Rhytsqua,Molicaer,Descflex,Poteerec,Anthodor,Anthodor
31,40,Agrocapi,Agrocapi,Descflex,Descflex,Rhytsqua,Descflex,Poteerec,Agrocapi,Nardstri,Nardstri
31,50,Descflex,Descflex,Agrocapi,Descflex,Molicaer,Descflex,Molicaer,Poteerec,Descflex,Descflex
31,60,Descflex,Descflex,Agrocapi,Nardstri,Nardstri,Molicaer,Descflex,Poteerec,Descflex,Descflex
31,70,Descflex,Molicaer,Descflex,Agrocapi,Rhytsqua,Rhytsqua,Nardstri,Descflex,Descflex,Molicaer
31,80,Molicaer,Festovin,Molicaer,Agrocapi,Descflex,Descflex,Festovin,Festovin,Nardstri,Molicaer
31,90,Carenigr,Molicaer,Molicaer,Molicaer,Molicaer,Anthodor,Agrocapi,Festovin,Molicaer,Molicaer
31,100,Agrocapi,Carenigr,Molicaer,Festovin,Nardstri,Anthodor,Poatriv,Poatriv,Nardstri,Nardstri
,,,,,,,,,,,
32,10,Eriovagi,Callvulg,Eriovagi,Carenigr,Callvulg,Carenigr,Eriovagi,Carenigr,Callvulg,Carenigr
32,20,Eriovagi,Polycomm,Polycomm,Callvulg,Callvulg,Callvulg,Carenigr,Carenigr,Callvulg,Polycomm
32,30,Eriovagi,Descflex,Descflex,Callvulg,Callvulg,Callvulg,Carenigr,Eriovagi,Callvulg,Carenigr
32,40,DEAD,DEAD,Carenigr,Carenigr,Carenigr,Descflex,Triccesp,Triccesp,Descflex,DEAD
32,50,Polycomm,Polycomm,Eriovagi,Polycomm,Eriovagi,DEAD,Eriovagi,Descflex,Descflex,Carenigr
32,60,Descflex,Carenigr,Carenigr,Callvulg,Carenigr,Descflex,Descflex,Carenigr,Descflex,Descflex
32,70,Descflex,Carenigr,Carenigr,Callvulg,Carenigr,Descflex,Carenigr,Molicaer,Descflex,Descflex
32,80,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Polycomm,Descflex,Molicaer,Carenigr,Carenigr
32,90,Carenigr,Callvulg,Carenigr,Callvulg,Molicaer,Molicaer,Descflex,Descflex,Carenigr,Carenigr
32,100,Descflex,Carenigr,Carenigr,Molicaer,Molicaer,Carenigr,Carenigr,Callvulg,Descflex,Carenigr
,,,,,,,,,,,
33,10,Molicaer,Descflex,Callvulg,Molicaer,Descflex,Juncsqua,Molicaer,Molicaer,Molicaer,Descflex
33,20,Molicaer,Juncsqua,Callvulg,Descflex,Descflex,Descflex,Molicaer,Molicaer,Descflex,Molicaer
33,30,Descflex,Molicaer,Molicaer,Molicaer,Descflex,Molicaer,Descflex,Molicaer,Molicaer,Juncsqua
33,40,Descflex,Molicaer,Molicaer,Molicaer,Descflex,Juncsqua,Molicaer,Molicaer,Juncsqua,Descflex
33,50,Descflex,Juncsqua,Molicaer,Juncsqua,Juncsqua,Molicaer,Molicaer,Molicaer,Molicaer,Descflex
33,60,Descflex,Descflex,Descflex,Descflex,Descflex,Molicaer,Molicaer,Molicaer,Polycomm,Descflex
33,70,Carenigr,DEAD,Descflex,Descflex,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer
33,80,DEAD,DEAD,DEAD,Descflex,Descflex,Molicaer,Descflex,Descflex,Descflex,Descflex
33,90,DEAD,Molicaer,Molicaer,DEAD,Molicaer,Carenigr,Carenigr,Descflex,Descflex,Descflex
33,100,Molicaer,Molicaer,Molicaer,Carenigr,Festovin,DEAD,Descflex,DEAD,Descflex,Descflex
,,,,,,,,,,,
34,10,Eriovagi,Eriovagi,Eriovagi,Sphafall,Eriovagi,Molicaer,Molicaer,Eriovagi,Eriovagi,Eriovagi
34,20,Carenigr,DEAD,Molicaer,Molicaer,Carenigr,Eriovagi,Eriovagi,Molicaer,Molicaer,DEAD
34,30,Molicaer,DEAD,Sphafall,Carenigr,Descflex,Eriovagi,Eriovagi,DEAD,Molicaer,DEAD
34,40,Molicaer,Carenigr,Molicaer,Sphafall,DEAD,Descflex,Descflex,DEAD,DEAD,DEAD
34,50,Molicaer,Molicaer,Molicaer,Molicaer,Erictetr,Carenigr,Carenigr,Polycomm,Polycomm,Eriovagi
34,60,Molicaer,Polycomm,Molicaer,Erictetr,Erictetr,Carenigr,Carenigr,Carenigr,Polycomm,Polycomm
34,70,Molicaer,Molicaer,Molicaer,Sphafall,Sphafall,Carenigr,Sphafall,Sphafall,Molicaer,Polycomm
34,80,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,DEAD,Carenigr,Polycomm,Molicaer,Molicaer
34,90,Molicaer,Carenigr,Carenigr,Carenigr,Molicaer,Carenigr,Carenigr,Carenigr,Carenigr,Descflex
34,100,Sphafall,Molicaer,Carenigr,Descflex,Polycomm,Polycomm,Carenigr,Molicaer,Descflex,Descflex
,,,,,,,,,,,
35,10,Carepilu,Carepilu,Carepilu,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr
35,20,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Triccesp,Carenigr,Carenigr,Carenigr,Carenigr
35,30,Carenigr,Carenigr,Carenigr,Carenigr,Carenigr,Triccesp,Callvulg,Callvulg,DEAD,Carenigr
35,40,Carenigr,DEAD,Carenigr,Carenigr,Carenigr,Callvulg,Callvulg,Callvulg,Callvulg,Carenigr
35,50,Callvulg,Carenigr,Carenigr,Callvulg,Callvulg,Callvulg,DEAD,Carenigr,Callvulg,Carenigr
35,60,DEAD,Carenigr,Carenigr,Carenigr,Carenigr,DEAD,DEAD,DEAD,Carenigr,Callvulg
35,70,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Callvulg,Carenigr,Triccesp,Carenigr,Carenigr
35,80,Callvulg,DEAD,Callvulg,DEAD,Callvulg,DEAD,Callvulg,Carenigr,Carenigr,Carenigr
35,90,Callvulg,DEAD,DEAD,Callvulg,Callvulg,Triccesp,Carenigr,Carenigr,Callvulg,Callvulg
35,100,Triccesp,DEAD,Callvulg,DEAD,Callvulg,Carenigr,Carenigr,Carenigr,Descflex,Callvulg
,,,,,,,,,,,
36,10,Poteerec,Agrostolo,Poteerec,Descflex,Descflex,Descflex,Agrostolo,Agrostolo,Agrocapi,Agrocapi
36,20,Poteerec,Poteerec,Descflex,Nardstri,Carenigr,Molicaer,Molicaer,Poteerec,Poteerec,Agrostolo
36,30,Molicaer,Agrostolo,DEW,Agrostolo,Descflex,Descflex,Polycomm,Descflex,Nardstri,Agrostolo
36,40,Nardstri,Nardstri,Nardstri,Agrostolo,Agrostolo,Agrostolo,Poteerec,Descflex,Agrocapi,Molicaer
36,50,Descflex,Agrocapi,Nardstri,Molicaer,Polycomm,Nardstri,Molicaer,Molicaer,Polycomm,Molicaer
36,60,Molicaer,Molicaer,Nardstri,Polycomm,Molicaer,Polycomm,Molicaer,Molicaer,Polycomm,Molicaer
36,70,Poteerec,Molicaer,Carenigr,Molicaer,DEW,Nardstri,Molicaer,Molicaer,Nardstri,Nardstri
36,80,Molicaer,Descflex,Callvulg,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Molicaer,Descflex
36,90,DEW,DEW,Polycomm,Agrostolo,Agrostolo,Agrostolo,Molicaer,Descflex,Descflex,Molicaer
36,100,Molicaer,Carenigr,Nardstri,Anthodor,Anthodor,Anthodor,Molicaer,Descflex,Molicaer,Molicaer
,,,,,,,,,,,
37,10,DEW,Junceffu,DEW,DEW,DEW,Galisaxa,Junceffu,Galisaxa,Holcmolli,Junceffu
37,20,DEW,Galisaxa,DEW,Junceffu,DEW,DEW,Junceffu,Galisaxa,DEW,DEW
37,30,DEW,Junceffu,DEW,Junceffu,Galisaxa,Junceffu,Galisaxa,Junceffu,Junceffu,Junceffu
37,40,DEW,Agrostolo,Agrostolo,Junceffu,Descflex,Descflex,Junceffu,Galisaxa,Galisaxa,Holcmolli
37,50,Holcmolli,Junceffu,Junceffu,Junceffu,DEW,Junceffu,Galisaxa,Galisaxa,DEW,Holcmolli
37,60,Holcmolli,Holcmolli,DEW,DEW,Junceffu,Holcmolli,Galisaxa,DEW,Junceffu,Galisaxa
37,70,Holcmolli,Galisaxa,Galisaxa,Galisaxa,Junceffu,Agrostolo,Holcmolli,DEW,Galisaxa,Junceffu
37,80,Holcmolli,Holcmolli,DEW,Galisaxa,Galisaxa,Agrostolo,Sphapalu,DEW,Galisaxa,Junceffu
37,90,Polycomm,Junceffu,Holcmolli,Junceffu,Galisaxa,Galisaxa,Junceffu,Junceffu,Galisaxa,Junceffu
37,100,Sphapalu,Agrostolo,Holcmolli,Holcmolli,Galisaxa,Holcmolli,Holcmolli,Galisaxa,Junceffu,Junceffu
,,,,,,,,,,,
38,10,Holclana,Holclana,Holclana,Desccesp,Desccesp,Junceffu,Agrostolo,Junceffu,Desccesp,Junceffu
38,20,Holclana,Agrostolo,Holclana,Holclana,Holclana,Holclana,Desccesp,Desccesp,Junceffu,Junceffu
38,30,Agrostolo,Agrostolo,Agrostolo,Holclana,Desccesp,Desccesp,Holclana,Junceffu,Desccesp,Desccesp
38,40,Agrostolo,Holclana,Desccesp,Desccesp,Desccesp,Desccesp,Desccesp,Desccesp,Desccesp,Desccesp
38,50,Agrostolo,Agrostolo,Agrostolo,Agrostolo,Agrostolo,Agrostolo,Holclana,Desccesp,Desccesp,Desccesp
38,60,Junceffu,Junceffu,Agrostolo,Holclana,Junceffu,Junceffu,Agrostolo,Junceffu,Junceffu,Junceffu
38,70,Agrostolo,Agrostolo,DEW,DEW,Agrostolo,Junceffu,Agrostolo,DEW,Junceffu,Junceffu
38,80,Agrostolo,Agrostolo,Holclana,Holclana,Holclana,Agrostolo,Holclana,Holclana,Junceffu,Junceffu
38,90,Agrostolo,Agrostolo,Agrostolo,Agrostolo,Agrostolo,Agrostolo,Holclana,Holclana,Junceffu,Junceffu
38,100,Agrostolo,Agrostolo,DEW,DEW,Agrostolo,Junceffu,Holclana,Junceffu,Agrostolo,Junceffu
,,,,,,,,,,,
39,10,DEW,Nardstri,Poteerec,Agrostolo,Poteerec,Agrostolo,Junceffu,Agrostolo,Desccesp,Poteerec
39,20,Nardstri,Poteerec,Poteerec,Polycomm,Desccesp,Polycomm,Junceffu,Junceffu,Junceffu,Polycomm
39,30,Poteerec,DEW,Galisaxa,Festovin,Poteerec,Junceffu,Polycomm,Polycomm,Agrostolo,Agrostolo
39,40,Nardstri,Poteerec,Poteerec,Desccesp,DEW,DEW,Polycomm,DEW,Agrostolo,Poteerec
39,50,Poteerec,Nardstri,Junceffu,Poteerec,DEW,DEW,Polycomm,DEW,Agrostolo,Holclana
39,60,Poteerec,Poteerec,Nardstri,Poteerec,Poteerec,Polycomm,Polycomm,Polycomm,Poteerec,Agrocapi
39,70,DEW,Galisaxa,Junceffu,Poteerec,Poteerec,Polycomm,Polycomm,Galisaxa,Polycomm,Agrocapi
39,80,Nardstri,Nardstri,Galisaxa,Agrostolo,Agrostolo,Polycomm,Polycomm,Polycomm,Agrostolo,Carenigr
39,90,Galisaxa,Galisaxa,Poteerec,Nardstri,Agrostolo,Desccesp,Agrostolo,Agrostolo,Carenigr,Poteerec
39,100,Poteerec,Carenigr,Poteerec,Galisaxa,Agrostolo,Agrostolo,Agrostolo,Galisaxa,Galisaxa,Poteerec
,,,,,,,,,,,
40,10,Polycomm,Festovin,Festovin,Festovin,Poteerec,Poteerec,Anthodor,Polycomm,Nardstri,Polycomm
40,20,Polycomm,Polycomm,Polycomm,Anthodor,Desccesp,Carepani,Holclana,Desccesp,Desccesp,Desccesp
40,30,Festovin,Festovin,Galisaxa,Anthodor,Anthodor,Polycomm,Anthodor,Desccesp,Polycomm,Anthodor
40,40,Galisaxa,Polycomm,Festovin,Poteerec,Poteerec,Holclana,Desccesp,Poteerec,Carenigr,Carenigr
40,50,Nardstri,Polycomm,Poteerec,Nardstri,Poteerec,Anthodor,Anthodor,Carenigr,Polycomm,Carenigr
40,60,Nardstri,Nardstri,Poteerec,Poteerec,Poteerec,Holclana,Festovin,Festovin,Carenigr,Poteerec
40,70,Poteerec,Anthodor,Anthodor,Nardstri,Polycomm,Holclana,Nardstri,Poteerec,Carepani,Poteerec
40,80,Poteerec,DEAD,Poteerec,Poteerec,Nardstri,Nardstri,Nardstri,Festovin,Carepani,Poteerec
40,90,Polycomm,Nardstri,Nardstri,Poteerec,Poteerec,Desccesp,Holclana,Holclana,Poteerec,Polycomm
40,100,Carenigr,Holclana,Galisaxa,Anthodor,Carenigr,Poteerec,Desccesp,Holclana,Agrocapi,Anthodor
,,,,,,,,,,,
41,10,Holclana,Holclana,Junceffu,Junceffu,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana
41,20,Holclana,Holclana,Holclana,Junceffu,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana
41,30,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana
41,40,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana
41,50,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana
41,60,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Lolipere,Holclana
41,70,Holclana,Holclana,Holclana,Holclana,Holclana,Juncarti,Holclana,Desccesp,Desccesp,Desccesp
41,80,Holclana,Holclana,Holclana,Holclana,Holclana,Juncarti,Holclana,Holclana,Juncarti,Juncarti
41,90,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Juncarti,Juncarti
41,100,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Holclana,Juncarti,Juncarti
,,,,,,,,,,,
42,10,Erioangu,Erictetr,Carenigr,Nardstri,Polycomm,Carenigr,Carenigr,Carenigr,Polycomm,Molicaer
42,20,Desccesp,Carenigr,Polycomm,Polycomm,Polycomm,Plagundu,Carenigr,Molicaer,Molicaer,Molicaer
42,30,Polycomm,Erictetr,Carenigr,Carenigr,Carenigr,Erioangu,Carenigr,Molicaer,Molicaer,Carenigr
42,40,Erictetr,Carenigr,Carenigr,Polycomm,Carenigr,Carenigr,Juncsqua,Juncsqua,Polycomm,Molicaer
42,50,Carenigr,Plagundu,Poteerec,Polycomm,Carenigr,Polycomm,Polycomm,Polycomm,Polycomm,Desccesp
42,60,Polycomm,Polycomm,Descflex,Descflex,Plagundu,Polycomm,Polycomm,Descflex,Molicaer,Molicaer
42,70,Descflex,Polycomm,DEAD,Erioangu,Descflex,Juncsqua,Descflex,Juncsqua,Juncsqua,Polycomm
42,80,Polycomm,Juncsqua,Descflex,Descflex,Juncsqua,Juncsqua,Descflex,Molicaer,Molicaer,Polycomm
42,90,Descflex,Juncsqua,Juncsqua,Plagundu,Spharubr,Juncsqua,Polycomm,Polycomm,Molicaer,Juncsqua
42,100,Descflex,Juncsqua,Plagundu,Polycomm,Carenigr,Polycomm,Polycomm,Polycomm,Descflex,Polycomm
,,,,,,,,,,,
43,10,Anthodor,Carenigr,Carenigr,Festovin,Carenigr,Molicaer,Nardstri,Anthodor,Anthodor,Molicaer
43,20,Carenigr,Carenigr,Anthodor,Anthodor,Molicaer,Molicaer,Molicaer,Nardstri,DEAD,Anthodor
43,30,Nardstri,Molicaer,Molicaer,Anthodor,Festovin,Carenigr,Nardstri,Nardstri,Nardstri,Nardstri
43,40,Tricocesp,Molicaer,Molicaer,Rhytsqua,Rhytsqua,Nardstri,Nardstri,Anthodor,DEAD,Nardstri
43,50,Anthodor,Molicaer,Festovin,Anthodor,Agrocapi,Agrocapi,Anthodor,Molicaer,Nardstri,Molicaer
43,60,Anthodor,Festovin,Molicaer,Molicaer,Anthodor,Anthodor,Molicaer,Anthodor,Molicaer,Agrocapi
43,70,Molicaer,Molicaer,Molicaer,Nardstri,Molicaer,Molicaer,Agrocapi,Agrocapi,Anthodor,DEAD
43,80,Molicaer,Molicaer,Molicaer,Anthodor,Festovin,Carenigr,Nardstri,Agrocapi,Nardstri,Nardstri
